Date,Country,City,no2_mean,Longitude,Latitude
2020-03-28,AE,Abu Dhabi,9.6,54.3705762,24.4747961
2020-03-29,AE,Abu Dhabi,7.8,54.3705762,24.4747961
2020-03-30,AE,Abu Dhabi,4.6,54.3705762,24.4747961
2020-03-31,AE,Abu Dhabi,4.6,54.3705762,24.4747961
2020-04-01,AE,Abu Dhabi,6.0,54.3705762,24.4747961
2020-04-02,AE,Abu Dhabi,14.2,54.3705762,24.4747961
2020-04-03,AE,Abu Dhabi,11.5,54.3705762,24.4747961
2020-04-04,AE,Abu Dhabi,9.6,54.3705762,24.4747961
2020-04-05,AE,Abu Dhabi,9.6,54.3705762,24.4747961
2020-04-06,AE,Abu Dhabi,5.5,54.3705762,24.4747961
2020-04-07,AE,Abu Dhabi,8.7,54.3705762,24.4747961
2020-04-08,AE,Abu Dhabi,14.7,54.3705762,24.4747961
2020-04-09,AE,Abu Dhabi,15.1,54.3705762,24.4747961
2020-04-10,AE,Abu Dhabi,7.8,54.3705762,24.4747961
2020-04-11,AE,Abu Dhabi,8.3,54.3705762,24.4747961
2020-04-12,AE,Abu Dhabi,7.8,54.3705762,24.4747961
2020-04-13,AE,Abu Dhabi,8.3,54.3705762,24.4747961
2020-04-14,AE,Abu Dhabi,4.6,54.3705762,24.4747961
2020-04-15,AE,Abu Dhabi,9.6,54.3705762,24.4747961
2020-04-16,AE,Abu Dhabi,5.1,54.3705762,24.4747961
2020-04-17,AE,Abu Dhabi,2.8,54.3705762,24.4747961
2020-04-18,AE,Abu Dhabi,5.1,54.3705762,24.4747961
2020-04-19,AE,Abu Dhabi,8.3,54.3705762,24.4747961
2020-04-20,AE,Abu Dhabi,7.8,54.3705762,24.4747961
2020-04-21,AE,Abu Dhabi,6.9,54.3705762,24.4747961
2020-04-22,AE,Abu Dhabi,5.5,54.3705762,24.4747961
2020-04-23,AE,Abu Dhabi,7.8,54.3705762,24.4747961
2020-04-24,AE,Abu Dhabi,10.1,54.3705762,24.4747961
2020-04-25,AE,Abu Dhabi,9.2,54.3705762,24.4747961
2020-04-26,AE,Abu Dhabi,13.8,54.3705762,24.4747961
2020-04-27,AE,Abu Dhabi,6.4,54.3705762,24.4747961
2020-04-28,AE,Abu Dhabi,4.6,54.3705762,24.4747961
2020-04-29,AE,Abu Dhabi,11.5,54.3705762,24.4747961
2020-04-30,AE,Abu Dhabi,7.8,54.3705762,24.4747961
2020-01-01,AR,Buenos Aires,4.6,-58.4370894,-34.6075682
2020-01-02,AR,Buenos Aires,4.6,-58.4370894,-34.6075682
2020-01-03,AR,Buenos Aires,5.1,-58.4370894,-34.6075682
2020-01-04,AR,Buenos Aires,5.5,-58.4370894,-34.6075682
2020-01-05,AR,Buenos Aires,6.9,-58.4370894,-34.6075682
2020-01-06,AR,Buenos Aires,8.3,-58.4370894,-34.6075682
2020-01-07,AR,Buenos Aires,8.3,-58.4370894,-34.6075682
2020-01-08,AR,Buenos Aires,8.7,-58.4370894,-34.6075682
2020-01-09,AR,Buenos Aires,8.7,-58.4370894,-34.6075682
2020-01-10,AR,Buenos Aires,11.0,-58.4370894,-34.6075682
2020-01-11,AR,Buenos Aires,6.9,-58.4370894,-34.6075682
2020-01-12,AR,Buenos Aires,4.2,-58.4370894,-34.6075682
2020-01-13,AR,Buenos Aires,6.4,-58.4370894,-34.6075682
2020-01-14,AR,Buenos Aires,12.8,-58.4370894,-34.6075682
2020-01-15,AR,Buenos Aires,6.9,-58.4370894,-34.6075682
2020-01-16,AR,Buenos Aires,7.8,-58.4370894,-34.6075682
2020-01-17,AR,Buenos Aires,6.4,-58.4370894,-34.6075682
2020-01-18,AR,Buenos Aires,6.4,-58.4370894,-34.6075682
2020-01-19,AR,Buenos Aires,10.6,-58.4370894,-34.6075682
2020-01-20,AR,Buenos Aires,11.5,-58.4370894,-34.6075682
2020-01-21,AR,Buenos Aires,7.8,-58.4370894,-34.6075682
2020-01-22,AR,Buenos Aires,6.0,-58.4370894,-34.6075682
2020-01-24,AR,Buenos Aires,9.6,-58.4370894,-34.6075682
2020-01-25,AR,Buenos Aires,5.1,-58.4370894,-34.6075682
2020-01-26,AR,Buenos Aires,3.7,-58.4370894,-34.6075682
2020-01-27,AR,Buenos Aires,4.6,-58.4370894,-34.6075682
2020-01-28,AR,Buenos Aires,9.2,-58.4370894,-34.6075682
2020-01-29,AR,Buenos Aires,6.4,-58.4370894,-34.6075682
2020-01-30,AR,Buenos Aires,10.1,-58.4370894,-34.6075682
2020-01-31,AR,Buenos Aires,11.9,-58.4370894,-34.6075682
2020-02-01,AR,Buenos Aires,10.6,-58.4370894,-34.6075682
2020-02-02,AR,Buenos Aires,9.6,-58.4370894,-34.6075682
2020-02-03,AR,Buenos Aires,6.9,-58.4370894,-34.6075682
2020-02-04,AR,Buenos Aires,7.8,-58.4370894,-34.6075682
2020-02-05,AR,Buenos Aires,6.9,-58.4370894,-34.6075682
2020-02-06,AR,Buenos Aires,5.1,-58.4370894,-34.6075682
2020-02-07,AR,Buenos Aires,4.6,-58.4370894,-34.6075682
2020-02-08,AR,Buenos Aires,3.7,-58.4370894,-34.6075682
2020-02-09,AR,Buenos Aires,5.1,-58.4370894,-34.6075682
2020-02-10,AR,Buenos Aires,5.1,-58.4370894,-34.6075682
2020-02-11,AR,Buenos Aires,4.2,-58.4370894,-34.6075682
2020-02-12,AR,Buenos Aires,4.6,-58.4370894,-34.6075682
2020-02-13,AR,Buenos Aires,7.4,-58.4370894,-34.6075682
2020-02-14,AR,Buenos Aires,10.1,-58.4370894,-34.6075682
2020-02-15,AR,Buenos Aires,6.9,-58.4370894,-34.6075682
2020-02-16,AR,Buenos Aires,6.4,-58.4370894,-34.6075682
2020-02-17,AR,Buenos Aires,5.1,-58.4370894,-34.6075682
2020-02-18,AR,Buenos Aires,6.9,-58.4370894,-34.6075682
2020-02-19,AR,Buenos Aires,6.9,-58.4370894,-34.6075682
2020-02-20,AR,Buenos Aires,5.1,-58.4370894,-34.6075682
2020-02-21,AR,Buenos Aires,5.5,-58.4370894,-34.6075682
2020-02-22,AR,Buenos Aires,5.1,-58.4370894,-34.6075682
2020-02-23,AR,Buenos Aires,2.8,-58.4370894,-34.6075682
2020-02-28,AR,Buenos Aires,5.1,-58.4370894,-34.6075682
2020-02-29,AR,Buenos Aires,7.4,-58.4370894,-34.6075682
2020-03-01,AR,Buenos Aires,7.4,-58.4370894,-34.6075682
2020-03-02,AR,Buenos Aires,6.9,-58.4370894,-34.6075682
2020-03-03,AR,Buenos Aires,6.4,-58.4370894,-34.6075682
2020-03-05,AR,Buenos Aires,5.5,-58.4370894,-34.6075682
2020-03-06,AR,Buenos Aires,4.6,-58.4370894,-34.6075682
2020-03-07,AR,Buenos Aires,4.6,-58.4370894,-34.6075682
2020-03-08,AR,Buenos Aires,8.7,-58.4370894,-34.6075682
2020-03-09,AR,Buenos Aires,7.4,-58.4370894,-34.6075682
2020-03-10,AR,Buenos Aires,6.4,-58.4370894,-34.6075682
2020-03-11,AR,Buenos Aires,8.7,-58.4370894,-34.6075682
2020-03-12,AR,Buenos Aires,11.5,-58.4370894,-34.6075682
2020-03-13,AR,Buenos Aires,10.1,-58.4370894,-34.6075682
2020-03-14,AR,Buenos Aires,6.4,-58.4370894,-34.6075682
2020-03-15,AR,Buenos Aires,7.8,-58.4370894,-34.6075682
2020-03-16,AR,Buenos Aires,6.9,-58.4370894,-34.6075682
2020-03-17,AR,Buenos Aires,6.4,-58.4370894,-34.6075682
2020-03-18,AR,Buenos Aires,7.4,-58.4370894,-34.6075682
2020-03-19,AR,Buenos Aires,9.2,-58.4370894,-34.6075682
2020-03-20,AR,Buenos Aires,6.4,-58.4370894,-34.6075682
2020-03-21,AR,Buenos Aires,5.1,-58.4370894,-34.6075682
2020-03-22,AR,Buenos Aires,3.7,-58.4370894,-34.6075682
2020-03-23,AR,Buenos Aires,3.2,-58.4370894,-34.6075682
2020-03-24,AR,Buenos Aires,4.2,-58.4370894,-34.6075682
2020-03-25,AR,Buenos Aires,4.2,-58.4370894,-34.6075682
2020-03-26,AR,Buenos Aires,3.2,-58.4370894,-34.6075682
2020-03-27,AR,Buenos Aires,3.7,-58.4370894,-34.6075682
2020-03-28,AR,Buenos Aires,3.7,-58.4370894,-34.6075682
2020-03-29,AR,Buenos Aires,4.6,-58.4370894,-34.6075682
2020-03-30,AR,Buenos Aires,2.3,-58.4370894,-34.6075682
2020-03-31,AR,Buenos Aires,2.3,-58.4370894,-34.6075682
2020-04-01,AR,Buenos Aires,3.2,-58.4370894,-34.6075682
2020-04-02,AR,Buenos Aires,3.2,-58.4370894,-34.6075682
2020-04-03,AR,Buenos Aires,3.7,-58.4370894,-34.6075682
2020-04-04,AR,Buenos Aires,3.2,-58.4370894,-34.6075682
2020-04-05,AR,Buenos Aires,3.7,-58.4370894,-34.6075682
2020-04-06,AR,Buenos Aires,3.7,-58.4370894,-34.6075682
2020-04-07,AR,Buenos Aires,6.4,-58.4370894,-34.6075682
2020-04-08,AR,Buenos Aires,7.8,-58.4370894,-34.6075682
2020-04-09,AR,Buenos Aires,6.0,-58.4370894,-34.6075682
2020-04-10,AR,Buenos Aires,3.7,-58.4370894,-34.6075682
2020-04-11,AR,Buenos Aires,3.7,-58.4370894,-34.6075682
2020-04-12,AR,Buenos Aires,4.6,-58.4370894,-34.6075682
2020-04-13,AR,Buenos Aires,6.9,-58.4370894,-34.6075682
2020-04-14,AR,Buenos Aires,5.5,-58.4370894,-34.6075682
2020-04-15,AR,Buenos Aires,8.3,-58.4370894,-34.6075682
2020-04-16,AR,Buenos Aires,10.1,-58.4370894,-34.6075682
2020-04-17,AR,Buenos Aires,6.4,-58.4370894,-34.6075682
2020-04-18,AR,Buenos Aires,3.7,-58.4370894,-34.6075682
2020-04-19,AR,Buenos Aires,11.9,-58.4370894,-34.6075682
2020-04-20,AR,Buenos Aires,8.7,-58.4370894,-34.6075682
2020-04-21,AR,Buenos Aires,5.5,-58.4370894,-34.6075682
2020-04-22,AR,Buenos Aires,5.5,-58.4370894,-34.6075682
2020-04-23,AR,Buenos Aires,7.8,-58.4370894,-34.6075682
2020-04-24,AR,Buenos Aires,8.7,-58.4370894,-34.6075682
2020-04-25,AR,Buenos Aires,3.7,-58.4370894,-34.6075682
2020-04-26,AR,Buenos Aires,2.3,-58.4370894,-34.6075682
2020-01-01,AT,Graz,13.3,15.4382786,47.0708678
2020-01-02,AT,Graz,15.6,15.4382786,47.0708678
2020-01-03,AT,Graz,22.0,15.4382786,47.0708678
2020-01-04,AT,Graz,18.3,15.4382786,47.0708678
2020-01-05,AT,Graz,6.0,15.4382786,47.0708678
2020-01-06,AT,Graz,15.6,15.4382786,47.0708678
2020-01-07,AT,Graz,21.5,15.4382786,47.0708678
2020-01-08,AT,Graz,19.7,15.4382786,47.0708678
2020-01-09,AT,Graz,23.4,15.4382786,47.0708678
2020-01-10,AT,Graz,18.3,15.4382786,47.0708678
2020-01-11,AT,Graz,17.0,15.4382786,47.0708678
2020-01-12,AT,Graz,15.6,15.4382786,47.0708678
2020-01-13,AT,Graz,22.9,15.4382786,47.0708678
2020-01-14,AT,Graz,19.2,15.4382786,47.0708678
2020-01-15,AT,Graz,20.6,15.4382786,47.0708678
2020-01-16,AT,Graz,23.4,15.4382786,47.0708678
2020-01-17,AT,Graz,17.0,15.4382786,47.0708678
2020-01-18,AT,Graz,14.2,15.4382786,47.0708678
2020-01-19,AT,Graz,10.6,15.4382786,47.0708678
2020-01-20,AT,Graz,17.9,15.4382786,47.0708678
2020-01-21,AT,Graz,17.9,15.4382786,47.0708678
2020-01-22,AT,Graz,17.0,15.4382786,47.0708678
2020-01-23,AT,Graz,18.8,15.4382786,47.0708678
2020-01-24,AT,Graz,18.8,15.4382786,47.0708678
2020-01-25,AT,Graz,18.6,15.4382786,47.0708678
2020-01-26,AT,Graz,13.8,15.4382786,47.0708678
2020-01-27,AT,Graz,17.0,15.4382786,47.0708678
2020-01-28,AT,Graz,16.7,15.4382786,47.0708678
2020-01-29,AT,Graz,17.2,15.4382786,47.0708678
2020-01-30,AT,Graz,20.2,15.4382786,47.0708678
2020-01-31,AT,Graz,24.7,15.4382786,47.0708678
2020-02-01,AT,Graz,16.5,15.4382786,47.0708678
2020-02-02,AT,Graz,13.3,15.4382786,47.0708678
2020-02-03,AT,Graz,13.8,15.4382786,47.0708678
2020-02-04,AT,Graz,10.1,15.4382786,47.0708678
2020-02-05,AT,Graz,3.9,15.4382786,47.0708678
2020-02-06,AT,Graz,10.6,15.4382786,47.0708678
2020-02-07,AT,Graz,18.8,15.4382786,47.0708678
2020-02-08,AT,Graz,17.4,15.4382786,47.0708678
2020-02-09,AT,Graz,15.6,15.4382786,47.0708678
2020-02-10,AT,Graz,11.5,15.4382786,47.0708678
2020-02-11,AT,Graz,5.1,15.4382786,47.0708678
2020-02-12,AT,Graz,11.9,15.4382786,47.0708678
2020-02-13,AT,Graz,20.2,15.4382786,47.0708678
2020-02-14,AT,Graz,17.0,15.4382786,47.0708678
2020-02-15,AT,Graz,15.1,15.4382786,47.0708678
2020-02-16,AT,Graz,13.3,15.4382786,47.0708678
2020-02-17,AT,Graz,17.9,15.4382786,47.0708678
2020-02-18,AT,Graz,16.5,15.4382786,47.0708678
2020-02-19,AT,Graz,15.1,15.4382786,47.0708678
2020-02-20,AT,Graz,12.8,15.4382786,47.0708678
2020-02-21,AT,Graz,11.0,15.4382786,47.0708678
2020-02-22,AT,Graz,15.1,15.4382786,47.0708678
2020-02-23,AT,Graz,17.4,15.4382786,47.0708678
2020-02-24,AT,Graz,7.8,15.4382786,47.0708678
2020-02-25,AT,Graz,12.8,15.4382786,47.0708678
2020-02-26,AT,Graz,12.4,15.4382786,47.0708678
2020-02-27,AT,Graz,10.6,15.4382786,47.0708678
2020-02-28,AT,Graz,5.5,15.4382786,47.0708678
2020-02-29,AT,Graz,14.2,15.4382786,47.0708678
2020-03-01,AT,Graz,11.0,15.4382786,47.0708678
2020-03-02,AT,Graz,6.4,15.4382786,47.0708678
2020-03-03,AT,Graz,4.2,15.4382786,47.0708678
2020-03-04,AT,Graz,5.1,15.4382786,47.0708678
2020-03-05,AT,Graz,11.5,15.4382786,47.0708678
2020-03-06,AT,Graz,14.7,15.4382786,47.0708678
2020-03-07,AT,Graz,11.5,15.4382786,47.0708678
2020-03-08,AT,Graz,9.9,15.4382786,47.0708678
2020-03-09,AT,Graz,17.9,15.4382786,47.0708678
2020-03-10,AT,Graz,11.0,15.4382786,47.0708678
2020-03-11,AT,Graz,16.3,15.4382786,47.0708678
2020-03-12,AT,Graz,13.3,15.4382786,47.0708678
2020-03-13,AT,Graz,11.5,15.4382786,47.0708678
2020-03-14,AT,Graz,6.9,15.4382786,47.0708678
2020-03-15,AT,Graz,3.7,15.4382786,47.0708678
2020-03-16,AT,Graz,12.4,15.4382786,47.0708678
2020-03-17,AT,Graz,10.6,15.4382786,47.0708678
2020-03-18,AT,Graz,8.3,15.4382786,47.0708678
2020-03-19,AT,Graz,10.6,15.4382786,47.0708678
2020-03-20,AT,Graz,10.6,15.4382786,47.0708678
2020-03-21,AT,Graz,5.5,15.4382786,47.0708678
2020-03-22,AT,Graz,1.9,15.4382786,47.0708678
2020-03-23,AT,Graz,2.1,15.4382786,47.0708678
2020-03-24,AT,Graz,3.5,15.4382786,47.0708678
2020-03-25,AT,Graz,3.7,15.4382786,47.0708678
2020-03-26,AT,Graz,6.9,15.4382786,47.0708678
2020-03-27,AT,Graz,7.4,15.4382786,47.0708678
2020-03-28,AT,Graz,8.7,15.4382786,47.0708678
2020-03-29,AT,Graz,4.6,15.4382786,47.0708678
2020-03-30,AT,Graz,2.8,15.4382786,47.0708678
2020-03-31,AT,Graz,4.6,15.4382786,47.0708678
2020-04-01,AT,Graz,6.4,15.4382786,47.0708678
2020-04-02,AT,Graz,9.2,15.4382786,47.0708678
2020-04-03,AT,Graz,8.3,15.4382786,47.0708678
2020-04-04,AT,Graz,6.9,15.4382786,47.0708678
2020-04-05,AT,Graz,6.4,15.4382786,47.0708678
2020-04-06,AT,Graz,8.7,15.4382786,47.0708678
2020-04-07,AT,Graz,7.6,15.4382786,47.0708678
2020-04-08,AT,Graz,9.2,15.4382786,47.0708678
2020-04-09,AT,Graz,10.1,15.4382786,47.0708678
2020-04-10,AT,Graz,7.4,15.4382786,47.0708678
2020-04-11,AT,Graz,5.1,15.4382786,47.0708678
2020-04-12,AT,Graz,4.6,15.4382786,47.0708678
2020-04-13,AT,Graz,4.2,15.4382786,47.0708678
2020-04-14,AT,Graz,3.0,15.4382786,47.0708678
2020-04-15,AT,Graz,7.8,15.4382786,47.0708678
2020-04-16,AT,Graz,11.5,15.4382786,47.0708678
2020-04-17,AT,Graz,8.5,15.4382786,47.0708678
2020-04-18,AT,Graz,5.1,15.4382786,47.0708678
2020-04-19,AT,Graz,3.2,15.4382786,47.0708678
2020-04-20,AT,Graz,5.1,15.4382786,47.0708678
2020-04-21,AT,Graz,4.2,15.4382786,47.0708678
2020-04-22,AT,Graz,7.4,15.4382786,47.0708678
2020-04-23,AT,Graz,6.9,15.4382786,47.0708678
2020-04-24,AT,Graz,10.1,15.4382786,47.0708678
2020-04-25,AT,Graz,4.6,15.4382786,47.0708678
2020-04-26,AT,Graz,2.8,15.4382786,47.0708678
2020-04-27,AT,Graz,6.0,15.4382786,47.0708678
2020-04-28,AT,Graz,5.5,15.4382786,47.0708678
2020-04-29,AT,Graz,9.6,15.4382786,47.0708678
2020-04-30,AT,Graz,6.9,15.4382786,47.0708678
2020-01-01,AT,Innsbruck,17.9,11.397137204221064,47.26951525
2020-01-02,AT,Innsbruck,21.5,11.397137204221064,47.26951525
2020-01-03,AT,Innsbruck,30.2,11.397137204221064,47.26951525
2020-01-04,AT,Innsbruck,24.3,11.397137204221064,47.26951525
2020-01-05,AT,Innsbruck,18.3,11.397137204221064,47.26951525
2020-01-06,AT,Innsbruck,23.4,11.397137204221064,47.26951525
2020-01-07,AT,Innsbruck,28.8,11.397137204221064,47.26951525
2020-01-08,AT,Innsbruck,27.9,11.397137204221064,47.26951525
2020-01-09,AT,Innsbruck,29.8,11.397137204221064,47.26951525
2020-01-10,AT,Innsbruck,24.3,11.397137204221064,47.26951525
2020-01-11,AT,Innsbruck,24.3,11.397137204221064,47.26951525
2020-01-12,AT,Innsbruck,23.4,11.397137204221064,47.26951525
2020-01-13,AT,Innsbruck,31.1,11.397137204221064,47.26951525
2020-01-14,AT,Innsbruck,33.0,11.397137204221064,47.26951525
2020-01-15,AT,Innsbruck,33.4,11.397137204221064,47.26951525
2020-01-16,AT,Innsbruck,28.4,11.397137204221064,47.26951525
2020-01-17,AT,Innsbruck,33.9,11.397137204221064,47.26951525
2020-01-18,AT,Innsbruck,28.4,11.397137204221064,47.26951525
2020-01-19,AT,Innsbruck,16.0,11.397137204221064,47.26951525
2020-01-20,AT,Innsbruck,22.0,11.397137204221064,47.26951525
2020-01-21,AT,Innsbruck,31.4,11.397137204221064,47.26951525
2020-01-22,AT,Innsbruck,31.1,11.397137204221064,47.26951525
2020-01-23,AT,Innsbruck,29.8,11.397137204221064,47.26951525
2020-01-24,AT,Innsbruck,33.9,11.397137204221064,47.26951525
2020-01-25,AT,Innsbruck,31.6,11.397137204221064,47.26951525
2020-01-26,AT,Innsbruck,24.3,11.397137204221064,47.26951525
2020-01-27,AT,Innsbruck,23.8,11.397137204221064,47.26951525
2020-01-28,AT,Innsbruck,17.4,11.397137204221064,47.26951525
2020-01-29,AT,Innsbruck,30.7,11.397137204221064,47.26951525
2020-01-30,AT,Innsbruck,22.9,11.397137204221064,47.26951525
2020-01-31,AT,Innsbruck,21.5,11.397137204221064,47.26951525
2020-02-01,AT,Innsbruck,15.6,11.397137204221064,47.26951525
2020-02-02,AT,Innsbruck,18.3,11.397137204221064,47.26951525
2020-02-03,AT,Innsbruck,20.2,11.397137204221064,47.26951525
2020-02-04,AT,Innsbruck,13.3,11.397137204221064,47.26951525
2020-02-05,AT,Innsbruck,13.8,11.397137204221064,47.26951525
2020-02-06,AT,Innsbruck,20.2,11.397137204221064,47.26951525
2020-02-07,AT,Innsbruck,30.7,11.397137204221064,47.26951525
2020-02-08,AT,Innsbruck,28.4,11.397137204221064,47.26951525
2020-02-09,AT,Innsbruck,18.8,11.397137204221064,47.26951525
2020-02-10,AT,Innsbruck,14.2,11.397137204221064,47.26951525
2020-02-11,AT,Innsbruck,12.4,11.397137204221064,47.26951525
2020-02-12,AT,Innsbruck,19.2,11.397137204221064,47.26951525
2020-02-13,AT,Innsbruck,9.6,11.397137204221064,47.26951525
2020-02-14,AT,Innsbruck,21.1,11.397137204221064,47.26951525
2020-02-15,AT,Innsbruck,19.2,11.397137204221064,47.26951525
2020-02-16,AT,Innsbruck,19.2,11.397137204221064,47.26951525
2020-02-17,AT,Innsbruck,24.3,11.397137204221064,47.26951525
2020-02-18,AT,Innsbruck,13.8,11.397137204221064,47.26951525
2020-02-19,AT,Innsbruck,19.2,11.397137204221064,47.26951525
2020-02-20,AT,Innsbruck,22.0,11.397137204221064,47.26951525
2020-02-21,AT,Innsbruck,22.4,11.397137204221064,47.26951525
2020-02-22,AT,Innsbruck,22.9,11.397137204221064,47.26951525
2020-02-23,AT,Innsbruck,21.5,11.397137204221064,47.26951525
2020-02-24,AT,Innsbruck,15.1,11.397137204221064,47.26951525
2020-02-25,AT,Innsbruck,14.4,11.397137204221064,47.26951525
2020-02-26,AT,Innsbruck,9.6,11.397137204221064,47.26951525
2020-02-27,AT,Innsbruck,10.1,11.397137204221064,47.26951525
2020-02-28,AT,Innsbruck,11.5,11.397137204221064,47.26951525
